fecha,dim,clave,in,out,net,aum
2026-06-08,bucket,Renta Fija ARS,36263671159.40,-50493515709.74,-14229844550.35,3563664586398.86
2026-06-08,gestora,Administradora de Titulos Valores S.G.F.C.I.S.A.,0.00,0.00,0.00,92756585.00
2026-06-08,gestora,Nuevo Chaco Fondos S.A.S.G.F.C.I.,43567170.71,-3802321998.55,-3758754827.84,103666105417.35
2026-06-08,gestora,Cono Sur S.G.F.C.I.S.A.,69870833.52,-2604044599.40,-2534173765.88,50358739868.96
2026-06-08,gestora,CMF Asset Management S.A.U.,22364789346.39,-8614176715.54,13750612630.85,330370638864.42
2026-06-08,gestora,Nativa S.G.F.C.I.S.A.,0.00,0.00,0.00,14012489.60
2026-06-08,gestora,Mills Asset Management S.A.,288893538.89,-108694.92,288784843.97,39511321517.73
2026-06-08,gestora,Quiron Asset Management S.A.,802012810.89,-68729406.05,733283404.85,29321630895.21
2026-06-08,gestora,Tandem Capital S.A.,0.00,-1704543414.45,-1704543414.45,37292870521.40
2026-06-08,gestora,Zofingen Investment S.A.,5499999999.99,-6339583612.49,-839583612.50,512052684410.07
2026-06-08,gestora,C y C Administradora de Fondos S.A.,113723101.89,-4568464255.92,-4454741154.03,55546433693.62
2026-06-08,gestora,Grupo SS S.A.S.G.F.C.I.,13517577.95,-7726560.32,5791017.63,211322820962.02
2026-06-08,bucket,Renta Fija USD,21461133.82,-20711057.34,750076.47,6840285877.17
2026-06-08,gestora,Axis S.G.F.C.I.S.A.,2916413421.10,-3497723909.33,-581310488.23,410259782606.05
2026-06-08,bucket,Renta Mixta,14619433775.32,-25091653626.87,-10472219851.56,4632306464208.70
2026-06-08,gestora,GMC Asset Management S.A.U.,86654146.96,-55612838.91,31041308.04,37874577411.80
2026-06-08,bucket,Renta Mixta USD,2407822.18,-817865.29,1589956.89,953444700.67
2026-06-08,bucket,PyMEs,449650568.35,-2806775962.13,-2357125393.79,1920678469993.45
2026-06-08,bucket,PyMEs USD,0.00,0.00,0.00,0.00
2026-06-08,bucket,Infraestructura,704849899.34,-92292440.54,612557458.80,917742950230.87
2026-06-08,bucket,Infraestructura USD,0.00,0.00,0.00,63178553.68
2026-06-08,bucket,Retorno Total,2652088764.76,-5441772048.02,-2789683283.26,1392501096721.50
2026-06-08,bucket,Retorno Total USD,687542.67,-99029.76,588512.91,442238227.04
2026-06-08,bucket,ASG,18252636.88,-112346.68,18140290.19,20400786816.42
2026-06-08,bucket,RG900,1161655716.99,-1071802516.99,89853200.00,324340442291.91
2026-06-08,bucket,Money Market ARS (T+0),491428385921.88,-920955986233.06,-429527600311.18,49438220221784.90
2026-06-08,gestora,Tango Asset Management S.A.,36275427.18,0.00,36275427.18,7681981832.04
2026-06-08,bucket,Money Market USD,77039558.82,-82094768.53,-5055209.71,6834969531.26
2026-06-08,bucket,Fondos Cerrados,0.00,0.00,0.00,652203350755.50
2026-06-08,bucket,Fondos Cerrados USD,0.00,0.00,0.00,377302858.56
2026-06-08,bucket,Solicitud en tramite,0.00,0.00,0.00,113033.33
2026-06-08,bucket,En Proceso de Liquidacion por Pago Total,0.00,0.00,0.00,57511946.07
2026-06-08,gestora,Por Decision CNV,0.00,0.00,0.00,2030772.37
2026-06-08,gestora,Bayfe S.A.S.G.F.C.I.,0.00,0.00,0.00,55481173.70
2026-04-07,bucket,Renta Variable,1239839066.64,-4977264035.10,-3737424968.45,1853558197542.40
2026-04-07,gestora,Allaria Fondos Administrados S.G.F.C.I.S.A.,12334214762.97,-46633951656.26,-34299736893.30,2279527258190.83
2026-04-07,tipo_ger,Independiente,414709556267.35,-287870552101.21,126839004166.14,31441524574936.50
2026-04-07,gestora,StoneX Asset Management S.A.,9997726769.12,-6236315604.44,3761411164.68,769755853896.09
2026-04-07,gestora,Mariva Asset Management S.A.U.S.G.F.C.I.,17997673767.55,-1020968895.37,16976704872.18,379352911839.51
2026-04-07,tipo_ger,Bancaria,937791320297.18,-119253227119.50,818538093177.68,42582766839678.11
2026-04-07,gestora,SBS Asset Management S.A.S.G.F.C.I.,29637087978.58,-12775044522.97,16862043455.62,1193536521164.13
2026-04-07,gestora,Proahorro Administradora de Activos S.A.,1855908291.60,-36146326578.31,-34290418286.71,1627645847477.80
2026-04-07,gestora,Provinfondos S.A.S.G.F.C.I.,2698058118.52,-8378061426.41,-5680003307.88,1809238421244.38
2026-04-07,gestora,Adcap Asset Management S.G.F.C.I.S.A.,43779686894.22,-37949786846.43,5829900047.78,1948546456989.31
2026-04-07,gestora,ICBC Investments Argentina S.A.U.S.G.F.C.I.,89649238989.43,-16950766768.17,72698472221.26,2705976518032.04
2026-04-07,gestora,Argenfunds S.A.,1039713586.44,-11547190408.64,-10507476822.20,665593113368.39
2026-04-07,gestora,Mercofond S.G.F.C.I.S.A.,0.00,0.00,0.00,2873659984.20
2026-04-07,gestora,Balanz S.G.F.C.I.S.A.U.,79994734007.95,-4596083345.53,75398650662.42,2343059180590.65
2026-04-07,gestora,Bull Market Asset Management S.A.,3184804175.46,-2673908366.04,510895809.42,589585853889.18
2026-04-07,gestora,Bancor Fondos S.G.F.C.I.S.A.U.,15024512323.99,-6750273036.09,8274239287.90,646871462771.44
2026-04-07,gestora,Chimpay S.A.,35400789.00,0.00,35400789.00,7698820180.13
2026-04-07,gestora,Capital Markets Argentina Asset Management S.A.,20911546.16,-105322.08,20806224.08,30093017570.40
2026-04-07,gestora,Cocos Asset Management S.A.,52982029033.71,-20518403158.40,32463625875.31,916681364289.98
2026-04-07,gestora,Investis Asset Management S.A.S.G.F.C.I.,3769450026.47,-561681911.84,3207768114.64,728300376718.33
2026-04-07,gestora,One618 Asset Management S.G.F.C.I.S.A.,27968327413.92,-23298946091.53,4669381322.39,1551164181815.61
2026-04-07,gestora,Ciudad Administradora de Activos S.A.U.,7969851310.45,-707612574.26,7262238736.19,374974652730.16
2026-04-07,gestora,Delta Asset Management S.A.,29410705550.83,-1080824559.94,28329880990.88,1951381469562.43
2026-04-07,gestora,Dracma S.A.,226320452.70,-62383399.96,163937052.74,50075848102.09
2026-04-07,gestora,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,110084732944.37,-5701277903.66,104383455040.71,4319710785622.88
2026-04-07,gestora,Galicia Asset Management S.A.U.,141776852089.46,-9300779671.17,132476072418.29,10388882261412.56
2026-04-07,gestora,Galileo Argentina S.G.F.C.I.S.A.,715785502.27,-340055422.34,375730079.93,437880434495.04
2026-04-07,gestora,Industrial Asset Management S.G.F.C.I.S.A.,141760263737.20,-8565017548.69,133195246188.52,1120517427290.09
2026-04-07,gestora,IEB S.A.,9551720153.49,-6262446244.25,3289273909.24,452434229253.99
2026-04-07,gestora,Tutelar Inversora S.A.,0.00,0.00,0.00,5811827738.58
2026-04-07,gestora,Patagonia Inversora S.A.S.G.F.C.I,66558890442.01,-2679721736.29,63879168705.72,1846403079266.07
2026-04-07,gestora,Max Capital Asset Management S.A.,61015723066.74,-2530842308.84,58484880757.90,882354339293.34
2026-04-07,gestora,MEGA QM S.A.,4829552715.95,-5289759854.82,-460207138.87,1476577753724.16
2026-04-07,gestora,SAM Argentina S.G.F.C.I.S.A.U.,54628046.08,-999996.28,53628049.80,91472343951.31
2026-04-07,gestora,Parakeet S.G.F.C.I.S.A.,996002812.60,-2254977699.87,-1258974887.27,120040900064.17
2026-04-07,gestora,Pellegrini S.A.S.G.F.C.I.,109395799412.93,-2679740942.42,106716058470.51,3371787059275.94
2026-04-07,gestora,Macro Fondos S.G.F.C.I.S.A.,60175527558.93,-22035639464.00,38139888094.93,4407819060571.39
2026-04-07,gestora,Supervielle Asset Management S.A.,50041791969.56,-946344492.09,49095447477.46,1219384187598.85
2026-04-07,gestora,Schroder S.A.S.G.F.C.I.,4848877764.11,-13491572160.44,-8642694396.33,1824221389638.46
2026-04-07,gestora,Santander Rio Asset Management G.F.C.I.S.A.,96941035673.69,-26692260399.92,70248775273.78,9034594207618.66
2026-04-07,gestora,BACS Administradora de Activos S.A.S.G.F.C.I,27717091959.08,-6844762260.97,20872329698.11,957254804404.13
2026-04-07,gestora,Ualá Fondos S.A.U.,7160390019.03,-2355689088.86,4804700930.17,167029167240.99
2026-04-07,gestora,Valiant Asset Management S.G.F.C.I.S.A.U.,1273844794.20,-5306063.06,1268538731.13,73262307196.57
2026-04-07,gestora,Wise Capital Asset Management S.A.,501255574.78,-4242393468.25,-3741137893.47,84827353694.79
2026-04-07,gestora,CFS Advisors S.G.F.C.I.S.A.,0.00,0.00,0.00,0.00
2026-04-07,gestora,Cohen S.A.,0.00,0.00,0.00,9176327.40
2026-04-07,bucket,Renta Variable USD,676611.44,-144116.34,532495.09,114929825.81
2026-04-07,bucket,Renta Fija ARS T+1,162878873502.31,-32136239928.47,130742633573.83,13196129169445.30
2026-04-07,bucket,Renta Fija ARS,21080675334.50,-17078026932.44,4002648402.07,3226861152283.26
2026-04-07,gestora,Administradora de Titulos Valores S.G.F.C.I.S.A.,0.00,0.00,0.00,92046397.50
2026-04-07,gestora,BAVSA Fondos S.A.,5415216330.38,-436956733.09,4978259597.29,184666606534.34
2026-04-07,gestora,Nuevo Chaco Fondos S.A.S.G.F.C.I.,5951874214.62,-2620601.18,5949253613.44,85569509293.21
2026-04-07,gestora,Cono Sur S.G.F.C.I.S.A.,659622812.00,-268620333.80,391002478.20,41764680814.56
2026-04-07,gestora,First Capital Markets S.A.,104503742.52,-403186.52,104100556.00,102404445121.86
2026-04-07,gestora,CMF Asset Management S.A.U.,1382452089.43,-34111420897.24,-32728968807.81,265102577696.02
2026-04-07,gestora,Nativa S.G.F.C.I.S.A.,0.00,0.00,0.00,14012489.60
2026-04-07,gestora,Mercado Pago Asset Managemet S.A.,0.00,-1742707424.64,-1742707424.64,7037350970982.05
2026-04-07,gestora,Novus Asset Management S.A.,1964947150.88,-636889653.13,1328057497.75,219339578272.03
2026-04-07,gestora,Quiron Asset Management S.A.,1116528437.66,-64503578.20,1052024859.46,26176091963.61
2026-04-07,gestora,Tandem Capital S.A.,3006200485.01,0.00,3006200485.01,35131907123.02
2026-04-07,gestora,Zofingen Investment S.A.,1861988799.51,-6554093229.28,-4692104429.77,510935268055.92
2026-04-07,gestora,C y C Administradora de Fondos S.A.,23999999.44,-1340719263.22,-1316719263.78,45900910096.57
2026-04-07,gestora,Grupo SS S.A.S.G.F.C.I.,1180741920.70,-21708967.21,1159032953.49,193252670177.49
2026-04-07,bucket,Renta Fija USD,33718257.47,-20693977.42,13024280.05,5959412061.75
2026-04-07,gestora,Axis S.G.F.C.I.S.A.,4856678556.80,-1309719558.05,3546958998.75,388886480004.49
2026-04-07,bucket,Renta Mixta,8428199124.79,-22900906987.02,-14472707862.22,4321707833785.67
2026-04-07,gestora,GMC Asset Management S.A.U.,0.00,-525194596.26,-525194596.26,33437792660.83
2026-04-07,bucket,Renta Mixta USD,1299872.60,-723630.53,576242.07,895373801.64
2026-04-07,bucket,PyMEs,4252562189.23,-6478106946.23,-2225544757.01,1811193774117.12
2026-04-07,bucket,PyMEs USD,0.00,0.00,0.00,0.00
2026-04-07,bucket,Infraestructura,53781421.94,-536328921.60,-482547499.66,886249287682.21
2026-04-07,bucket,Infraestructura USD,0.00,0.00,0.00,62515912.70
2026-04-07,bucket,Retorno Total,28679489587.62,-1053910397.06,27625579190.56,1168330210185.10
2026-04-07,bucket,Retorno Total USD,597803.31,-896036.65,-298233.34,371690255.65
2026-04-07,bucket,ASG,30000000.00,-9405087.98,20594912.02,19504085937.87
2026-04-07,bucket,RG900,761580159.63,-435790311.56,325789848.07,227634122936.68
2026-04-07,bucket,Money Market ARS (T+0),1125003943413.75,-321442648946.91,803561294466.83,47071791544422.34
2026-04-07,bucket,Money Market USD,55640219.30,-52692965.41,2947253.90,6708955629.06
2026-04-07,bucket,Fondos Cerrados,0.00,0.00,0.00,226784230903.92
2026-04-07,bucket,Fondos Cerrados USD,0.00,0.00,0.00,377302906.70
2026-04-07,gestora,GGAL Asset Management S.A.S.G.F.C.I.,0.00,0.00,0.00,1468898.99
2026-04-07,bucket,Solicitud en tramite,0.00,0.00,0.00,113033.33
2026-04-07,bucket,En Proceso de Liquidacion por Pago Total,0.00,0.00,0.00,57511946.07
2026-04-07,gestora,Por Decision CNV,0.00,0.00,0.00,2030772.37
2026-04-07,gestora,Bayfe S.A.S.G.F.C.I.,0.00,0.00,0.00,55481173.70
2026-04-01,bucket,Renta Variable,2208052058.28,-1588293880.49,619758177.79,1876099710817.64
2026-04-01,gestora,Allaria Fondos Administrados S.G.F.C.I.S.A.,65543075107.42,-1585447863.84,63957627243.59,2381887663549.02
2026-04-01,tipo_ger,Independiente,1253931203459.22,-160789886583.32,1093141316875.90,31299688051406.84
2026-04-01,gestora,StoneX Asset Management S.A.,6167587376.19,-2613969657.53,3553617718.66,730467997449.12
2026-04-01,gestora,Mariva Asset Management S.A.U.S.G.F.C.I.,11373744095.93,-3164577587.04,8209166508.89,365675819944.23
2026-04-01,tipo_ger,Bancaria,959812938191.25,-415110423065.88,544702515125.37,41754077384990.24
2026-04-01,gestora,SBS Asset Management S.A.S.G.F.C.I.,12606757316.75,-10593842556.45,2012914760.29,1168415200879.82
2026-04-01,gestora,Proahorro Administradora de Activos S.A.,15328157268.69,-302401411.98,15025755856.71,1669824867061.73
2026-04-01,gestora,Provinfondos S.A.S.G.F.C.I.,60326998479.08,-191246750.67,60135751728.41,1815048529508.17
2026-04-01,gestora,Adcap Asset Management S.G.F.C.I.S.A.,225051878912.31,-27855974677.68,197195904234.63,1962189241785.54
2026-04-01,gestora,ICBC Investments Argentina S.A.U.S.G.F.C.I.,23699561853.08,-43199622978.61,-19500061125.53,2631064050345.17
2026-04-01,gestora,Argenfunds S.A.,9628352150.75,-11490335.39,9616861815.35,638992439765.33
2026-04-01,gestora,Mercofond S.G.F.C.I.S.A.,1198227.99,0.00,1198227.99,2870953317.40
2026-04-01,gestora,Balanz S.G.F.C.I.S.A.U.,140468814665.79,-188486559.73,140280328106.06,2321599040259.75
2026-04-01,gestora,Bull Market Asset Management S.A.,150329870.50,-6916178298.23,-6765848427.73,588994316054.67
2026-04-01,gestora,Bancor Fondos S.G.F.C.I.S.A.U.,8425824200.70,-8692697789.71,-266873589.01,639343822841.20
2026-04-01,gestora,Chimpay S.A.,85008262.46,0.00,85008262.46,670307327.14
2026-04-01,gestora,Capital Markets Argentina Asset Management S.A.,220337081.95,-187333.55,220149748.40,30279588379.64
2026-04-01,gestora,Cocos Asset Management S.A.,21849052851.86,-20125949742.09,1723103109.77,856239598633.45
2026-04-01,gestora,Investis Asset Management S.A.S.G.F.C.I.,4718930276.06,-1695300177.93,3023630098.13,720829924952.99
2026-04-01,gestora,One618 Asset Management S.G.F.C.I.S.A.,7344958236.84,-47355026779.61,-40010068542.77,1561899894776.36
2026-04-01,gestora,Ciudad Administradora de Activos S.A.U.,2415884964.74,-587253873.79,1828631090.95,371023151126.16
2026-04-01,gestora,Delta Asset Management S.A.,21818391925.59,-13584660553.30,8233731372.30,1921232640751.44
2026-04-01,gestora,Dracma S.A.,328862934.76,-117331145.44,211531789.32,49973352732.77
2026-04-01,gestora,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,31212022271.18,-71003386914.08,-39791364642.90,4081465252687.31
2026-04-01,gestora,Galicia Asset Management S.A.U.,149331427972.10,-49128469533.27,100202958438.83,10297305665133.35
2026-04-01,gestora,Galileo Argentina S.G.F.C.I.S.A.,2092522077.69,-887899163.40,1204622914.28,437831190483.24
2026-04-01,gestora,Industrial Asset Management S.G.F.C.I.S.A.,4039300037.37,-9099781973.95,-5060481936.58,1000902696419.91
2026-04-01,gestora,IEB S.A.,9830322362.98,-2169821745.90,7660500617.08,441570433290.51
2026-04-01,gestora,Tutelar Inversora S.A.,0.00,0.00,0.00,5881254808.19
2026-04-01,gestora,Patagonia Inversora S.A.S.G.F.C.I,187023600715.93,-91079703.56,186932521012.37,1894678965572.72
2026-04-01,gestora,Max Capital Asset Management S.A.,43215629124.04,-1137273842.76,42078355281.27,856166335259.60
2026-04-01,gestora,MEGA QM S.A.,88059276906.98,-98288467.81,87960988439.17,1532792566680.85
2026-04-01,gestora,SAM Argentina S.G.F.C.I.S.A.U.,25826056.33,0.00,25826056.33,91227511005.89
2026-04-01,gestora,Parakeet S.G.F.C.I.S.A.,1181115464.24,-698904910.59,482210553.65,121708638874.86
2026-04-01,gestora,Pellegrini S.A.S.G.F.C.I.,191414031660.90,-1374577620.19,190039454040.71,3284121628745.75
2026-04-01,gestora,Macro Fondos S.G.F.C.I.S.A.,61569048485.45,-40579825994.84,20989222490.61,4426883671219.58
2026-04-01,gestora,Supervielle Asset Management S.A.,59842997301.08,-442948610.22,59400048690.85,1123346636986.23
2026-04-01,gestora,Schroder S.A.S.G.F.C.I.,12420482190.37,-5596387125.48,6824095064.89,1816051978421.20
2026-04-01,gestora,Santander Rio Asset Management G.F.C.I.S.A.,84870872722.33,-185131177107.44,-100260304385.11,8820904801448.06
2026-04-01,gestora,BACS Administradora de Activos S.A.S.G.F.C.I,84267623431.38,-2423776628.51,81843846802.87,1002312693012.41
2026-04-01,gestora,Ualá Fondos S.A.U.,4534202940.02,-86396725.62,4447806214.40,158657179349.95
2026-04-01,gestora,Valiant Asset Management S.G.F.C.I.S.A.U.,128857971.25,-143059438.34,-14201467.09,71822962056.93
2026-04-01,gestora,Wise Capital Asset Management S.A.,7999957457.72,-3858341989.83,4141615467.89,87102014828.88
2026-04-01,gestora,CFS Advisors S.G.F.C.I.S.A.,0.00,0.00,0.00,0.00
2026-04-01,gestora,Cohen S.A.,0.00,0.00,0.00,9176325.99
2026-04-01,bucket,Renta Variable USD,838809.92,-85754.69,753055.23,114725929.71
2026-04-01,bucket,Renta Fija ARS T+1,197971816166.01,-25873170133.01,172098646033.00,12935625282210.42
2026-04-01,bucket,Renta Fija ARS,36690393628.43,-3545769937.08,33144623691.36,3188213364214.91
2026-04-01,gestora,Administradora de Titulos Valores S.G.F.C.I.S.A.,0.00,0.00,0.00,92012623.71
2026-04-01,gestora,BAVSA Fondos S.A.,2941795194.71,-505387597.17,2436407597.54,175704846483.61
2026-04-01,gestora,Nuevo Chaco Fondos S.A.S.G.F.C.I.,525028678.77,-646181.39,524382497.37,75906152104.52
2026-04-01,gestora,Cono Sur S.G.F.C.I.S.A.,680269207.00,-469313596.62,210955610.38,43848278739.31
2026-04-01,gestora,First Capital Markets S.A.,894349.39,-1014.56,893334.84,102048437205.28
2026-04-01,gestora,CMF Asset Management S.A.U.,96503858492.01,-314002396.38,96189856095.63,274214178437.12
2026-04-01,gestora,Nativa S.G.F.C.I.S.A.,0.00,0.00,0.00,14012489.60
2026-04-01,gestora,Mercado Pago Asset Managemet S.A.,432012476202.39,0.00,432012476202.39,6957443328150.38
2026-04-01,gestora,Novus Asset Management S.A.,1281470557.22,-3218094455.22,-1936623898.00,214113425618.47
2026-04-01,gestora,Quiron Asset Management S.A.,130820175.00,-1478157639.89,-1347337464.90,24755714603.02
2026-04-01,gestora,Tandem Capital S.A.,3107452712.41,0.00,3107452712.41,33331703827.16
2026-04-01,gestora,Zofingen Investment S.A.,2884091296.24,-4490575032.84,-1606483736.60,511189917580.49
2026-04-01,gestora,C y C Administradora de Fondos S.A.,345504074.88,-9597500.04,335906574.84,48052053530.86
2026-04-01,gestora,Grupo SS S.A.S.G.F.C.I.,175438024.19,-500019.86,174938004.33,191485559255.54
2026-04-01,bucket,Renta Fija USD,41848576.32,-6012215.52,35836360.80,5906107096.84
2026-04-01,gestora,Axis S.G.F.C.I.S.A.,12527498542.75,-1193213845.58,11334284697.17,388614421099.76
2026-04-01,bucket,Renta Mixta,30291484608.35,-9186572123.17,21104912485.17,4348857661793.43
2026-04-01,gestora,GMC Asset Management S.A.U.,14720934.74,-1487776801.27,-1473055866.53,31626759750.66
2026-04-01,bucket,Renta Mixta USD,5586273.58,-2131847.24,3454426.34,894385890.59
2026-04-01,bucket,PyMEs,3573317598.48,-997273566.19,2576044032.29,1814104701485.14
2026-04-01,bucket,PyMEs USD,0.00,0.00,0.00,0.00
2026-04-01,bucket,Infraestructura,61228825.23,-45639342.22,15589483.01,884159667413.35
2026-04-01,bucket,Infraestructura USD,0.00,0.00,0.00,62177511.76
2026-04-01,bucket,Retorno Total,15536940521.61,-1657698733.59,13879241788.01,1120042207435.28
2026-04-01,bucket,Retorno Total USD,929078.14,-1826763.42,-897685.28,371485903.23
2026-04-01,bucket,ASG,46263255.11,-39386996.29,6876258.82,19456889096.55
2026-04-01,bucket,RG900,4303589995.31,-20916211.14,4282673784.17,226115829048.81
2026-04-01,bucket,Money Market ARS (T+0),1922672510411.26,-532880353842.91,1389792156568.36,46399829420811.70
2026-04-01,bucket,Money Market USD,339341844.43,-55178302.23,284163542.20,6692660949.11
2026-04-01,bucket,Fondos Cerrados,0.00,0.00,0.00,226784230903.92
2026-04-01,bucket,Fondos Cerrados USD,0.00,0.00,0.00,377302905.29
2026-04-01,gestora,GGAL Asset Management S.A.S.G.F.C.I.,0.00,0.00,0.00,1468898.99
2026-04-01,bucket,Solicitud en tramite,0.00,0.00,0.00,113033.33
2026-04-01,bucket,En Proceso de Liquidacion por Pago Total,0.00,0.00,0.00,57511946.07
2026-04-01,gestora,Por Decision CNV,0.00,0.00,0.00,2030772.37
2026-04-01,gestora,Bayfe S.A.S.G.F.C.I.,0.00,0.00,0.00,55481173.70
2026-02-09,bucket,Renta Variable,1643092607.35,-1540112762.66,102979844.68,1881934340557.14
2026-02-09,gestora,Allaria Fondos Administrados S.G.F.C.I.S.A.,11951738287.61,-10070692629.14,1881045658.47,2208330488024.95
2026-02-09,tipo_ger,Independiente,200890158685.78,-767390338432.17,-566500179746.39,28903028643524.06
2026-02-09,gestora,StoneX Asset Management S.A.,6054861292.74,-2694231634.84,3360629657.90,681776670625.70
2026-02-09,gestora,Mariva Asset Management S.A.U.S.G.F.C.I.,20173473591.20,-8541486126.83,11631987464.38,359931410056.07
2026-02-09,tipo_ger,Bancaria,412885611211.40,-673754417814.97,-260868806603.57,38153885143417.72
2026-02-09,gestora,SBS Asset Management S.A.S.G.F.C.I.,14171943940.25,-11502061156.79,2669882783.47,1118846761649.54
2026-02-09,gestora,Proahorro Administradora de Activos S.A.,527169309.42,-57969161208.31,-57441991898.89,1476604383509.93
2026-02-09,gestora,Provinfondos S.A.S.G.F.C.I.,4227215903.15,-31124352018.47,-26897136115.32,1793289704735.43
2026-02-09,gestora,Adcap Asset Management S.G.F.C.I.S.A.,40752523812.54,-64251027924.13,-23498504111.59,1870436336631.53
2026-02-09,gestora,ICBC Investments Argentina S.A.U.S.G.F.C.I.,34071036628.56,-6887730894.62,27183305733.93,2227549753543.70
2026-02-09,gestora,Argenfunds S.A.,23475113.93,-992719307.25,-969244193.32,598968767228.07
2026-02-09,gestora,Mercofond S.G.F.C.I.S.A.,1699999.85,0.00,1699999.85,2768910671.35
2026-02-09,gestora,Balanz S.G.F.C.I.S.A.U.,10457949589.02,-55009967013.92,-44552017424.90,1834510477624.99
2026-02-09,gestora,Bull Market Asset Management S.A.,13520479245.23,-6658666101.79,6861813143.44,609235663805.42
2026-02-09,gestora,Bancor Fondos S.G.F.C.I.S.A.U.,24972738791.68,-12369623271.76,12603115519.93,603692793823.69
2026-02-09,gestora,Capital Markets Argentina Asset Management S.A.,826895.42,-78796587.95,-77969692.53,26709994826.88
2026-02-09,gestora,Cocos Asset Management S.A.,13257921039.56,-11740847824.54,1517073215.01,751130979367.71
2026-02-09,gestora,Investis Asset Management S.A.S.G.F.C.I.,2378186429.54,-24154250.24,2354032179.30,658920311362.52
2026-02-09,gestora,One618 Asset Management S.G.F.C.I.S.A.,2092788585.98,-111693738843.70,-109600950257.72,1501024844416.20
2026-02-09,gestora,Ciudad Administradora de Activos S.A.U.,3399496559.07,-1304073874.51,2095422684.56,334397228037.05
2026-02-09,gestora,Delta Asset Management S.A.,22903948271.50,-44879492185.24,-21975543913.75,1763614920769.64
2026-02-09,gestora,Dracma S.A.,132839023.25,-3614222.95,129224800.30,48632340095.45
2026-02-09,gestora,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,1648709462.93,-79355522729.49,-77706813266.56,3761180747046.76
2026-02-09,gestora,Galicia Asset Management S.A.U.,47295945154.37,-184311593417.70,-137015648263.33,9499215984013.25
2026-02-09,gestora,Galileo Argentina S.G.F.C.I.S.A.,145033874.40,-2540178264.28,-2395144389.88,407541760831.68
2026-02-09,gestora,Industrial Asset Management S.G.F.C.I.S.A.,58134535615.62,-780403830.51,57354131785.11,880147902786.58
2026-02-09,gestora,IEB S.A.,8452565070.95,-1531638822.94,6920926248.01,392716952194.65
2026-02-09,gestora,Tutelar Inversora S.A.,0.00,0.00,0.00,6026891322.80
2026-02-09,gestora,Patagonia Inversora S.A.S.G.F.C.I,23066531125.51,-625888680.46,22440642445.05,1665771505786.81
2026-02-09,gestora,Max Capital Asset Management S.A.,4723465167.46,-43291352881.61,-38567887714.14,753612565755.53
2026-02-09,gestora,MEGA QM S.A.,5403045428.45,-153176932303.73,-147773886875.28,1293443692471.95
2026-02-09,gestora,SAM Argentina S.G.F.C.I.S.A.U.,34022712.84,-4214314.80,29808398.04,87574195223.66
2026-02-09,gestora,Parakeet S.G.F.C.I.S.A.,2211003747.60,-1730271307.89,480732439.71,115533381250.44
2026-02-09,gestora,Pellegrini S.A.S.G.F.C.I.,367912078.94,-20151868631.39,-19783956552.45,3212429355586.31
2026-02-09,gestora,Macro Fondos S.G.F.C.I.S.A.,2328054816.02,-62092606254.98,-59764551438.97,3886686307830.57
2026-02-09,gestora,Supervielle Asset Management S.A.,4246322114.49,-31283474320.61,-27037152206.12,981705901608.20
2026-02-09,gestora,Schroder S.A.S.G.F.C.I.,10040412928.07,-3421456659.93,6618956268.14,1607106822939.22
2026-02-09,gestora,Santander Rio Asset Management G.F.C.I.S.A.,109956218191.16,-213315821959.07,-103359603767.91,8195085426956.22
2026-02-09,gestora,BACS Administradora de Activos S.A.S.G.F.C.I,78997421178.71,-21609971804.56,57387449374.15,752801121607.06
2026-02-09,gestora,Ualá Fondos S.A.U.,64073983.41,-3632846697.04,-3568772713.63,173773899717.15
2026-02-09,gestora,Valiant Asset Management S.G.F.C.I.S.A.U.,498926555.02,-101844323.46,397082231.56,34959451607.94
2026-02-09,gestora,Wise Capital Asset Management S.A.,465770456.52,-1542956642.47,-1077186185.95,88115832334.28
2026-02-09,gestora,CFS Advisors S.G.F.C.I.S.A.,0.00,0.00,0.00,0.00
2026-02-09,gestora,Cohen S.A.,0.00,0.00,0.00,9176306.00
2026-02-09,bucket,Renta Variable USD,1711753.42,0.00,1711753.42,102788914.02
2026-02-09,bucket,Renta Fija ARS T+1,83337006388.48,-52478611276.67,30858395111.81,11081245605304.21
2026-02-09,bucket,Renta Fija ARS,20854626498.16,-2646422944.78,18208203553.38,2497456555304.62
2026-02-09,gestora,Administradora de Titulos Valores S.G.F.C.I.S.A.,89999810.57,0.00,89999810.57,552706033.84
2026-02-09,gestora,BAVSA Fondos S.A.,12065494736.95,-373086088.04,11692408648.91,134144461570.58
2026-02-09,gestora,Nuevo Chaco Fondos S.A.S.G.F.C.I.,1632012334.06,-137466376.38,1494545957.68,80571057259.66
2026-02-09,gestora,Cono Sur S.G.F.C.I.S.A.,11888020.63,-1443587509.81,-1431699489.18,35726508757.14
2026-02-09,gestora,First Capital Markets S.A.,101840904.81,-100350782.20,1490122.62,78631525555.96
2026-02-09,gestora,CMF Asset Management S.A.U.,7294135508.91,-3080918412.85,4213217096.06,155204448566.99
2026-02-09,gestora,Nativa S.G.F.C.I.S.A.,0.00,0.00,0.00,14012489.60
2026-02-09,gestora,Mercado Pago Asset Managemet S.A.,0.00,-159807018690.57,-159807018690.57,6952256919711.97
