fecha,dim,clave,in,out,net,aum
2025-08-20,gestora,Nativa S.G.F.C.I.S.A.,0.00,0.00,0.00,14012489.60
2025-08-20,gestora,Novus Asset Management S.A.,16682326.46,-5140532893.04,-5123850566.58,172784512166.95
2025-08-20,gestora,Quiron Asset Management S.A.,10100103.76,-480082352.37,-469982248.61,12247892244.42
2025-08-20,gestora,Tandem Capital S.A.,10600.00,-1527176893.54,-1527166293.54,8580826040.32
2025-08-20,gestora,Zofingen Investment S.A.,2240097617.87,-225590991.20,2014506626.67,230336514271.21
2025-08-20,gestora,C y C Administradora de Fondos S.A.,542623128.30,0.00,542623128.30,36958547534.80
2025-08-20,gestora,Dracma S.A.,16449859.50,-106768807.47,-90318947.97,40717005405.42
2025-08-20,gestora,Grupo SS S.A.S.G.F.C.I.,29967183.06,-21131402.61,8835780.46,131951955708.99
2025-08-20,bucket,Renta Fija USD,21726735.47,-24968830.25,-3242094.78,4061924190.66
2025-08-20,gestora,Axis S.G.F.C.I.S.A.,1082438272.91,-8481755064.84,-7399316791.93,297520647678.15
2025-08-20,bucket,Renta Mixta,3306133802.87,-34305667891.53,-30999534088.65,3483481132837.16
2025-08-20,bucket,Renta Mixta USD,3222185.42,-579525.18,2642660.24,526353941.18
2025-08-20,bucket,PyMEs,452861362.13,-4340686846.33,-3887825484.20,1422789589317.12
2025-08-20,gestora,GMC Asset Management S.A.U.,0.00,0.00,0.00,7355707428.33
2025-08-20,bucket,PyMEs USD,0.00,0.00,0.00,0.00
2025-08-20,bucket,Infraestructura,152062032.13,-174138095.29,-22076063.15,696776745664.36
2025-08-20,bucket,Infraestructura USD,0.00,0.00,0.00,58769237.12
2025-08-20,bucket,Retorno Total,37326287323.69,-1786660194.25,35539627129.44,625499230161.64
2025-08-20,bucket,Retorno Total USD,743053.23,-333.87,742719.36,316448093.63
2025-08-20,bucket,ASG,1500195261.61,-173083742.72,1327111518.89,19760712841.33
2025-08-20,bucket,RG900,0.00,-947756258.92,-947756258.92,252766909026.51
2025-08-20,bucket,Money Market ARS (T+0),346343849454.56,-688327161534.72,-341983312080.15,33911400879686.75
2025-08-20,gestora,Mercado Pago Asset Managemet S.A.,0.00,-39719062225.44,-39719062225.44,4809642276503.93
2025-08-20,bucket,Money Market USD,49367111.75,-13580827.20,35786284.55,3459315414.96
2025-08-20,bucket,Fondos Cerrados,0.00,0.00,0.00,191551768191.45
2025-08-20,bucket,Fondos Cerrados USD,0.00,0.00,0.00,384423809.51
2025-08-20,bucket,Solicitud en tramite,0.00,0.00,0.00,113033.33
2025-08-20,bucket,En Proceso de Liquidacion por Pago Total,0.00,0.00,0.00,57511946.07
2025-08-20,gestora,Por Decision CNV,0.00,0.00,0.00,2030772.37
2025-08-20,gestora,Bayfe S.A.S.G.F.C.I.,0.00,0.00,0.00,55481173.70
2025-08-19,bucket,Renta Variable,473508334.53,-13435158840.85,-12961650506.32,1515154183556.16
2025-08-19,gestora,Allaria Fondos Administrados S.G.F.C.I.S.A.,165011646592.81,-6546968288.13,158464678304.68,1700056510319.11
2025-08-19,tipo_ger,Independiente,591977702629.65,-353930069153.54,238047633476.11,21824073400845.16
2025-08-19,gestora,StoneX Asset Management S.A.,13711185980.75,-3164703958.13,10546482022.62,599786495981.12
2025-08-19,gestora,Mariva Asset Management S.A.U.S.G.F.C.I.,22349416890.75,-5231148161.65,17118268729.10,361968259301.71
2025-08-19,tipo_ger,Bancaria,438754155495.22,-166097559876.90,272656595618.33,31503345870672.84
2025-08-19,gestora,SBS Asset Management S.A.S.G.F.C.I.,19467574088.04,-22567664192.89,-3100090104.85,758117370135.59
2025-08-19,gestora,Proahorro Administradora de Activos S.A.,43018147.89,-22724712217.40,-22681694069.51,1367756421441.99
2025-08-19,gestora,Provinfondos S.A.S.G.F.C.I.,533687520.53,-33369686780.87,-32835999260.33,1474673795567.67
2025-08-19,gestora,Adcap Asset Management S.G.F.C.I.S.A.,38918357792.14,-22482608787.37,16435749004.78,947233932034.75
2025-08-19,gestora,ICBC Investments Argentina S.A.U.S.G.F.C.I.,80227221.13,-11703903876.53,-11623676655.40,1730310962416.17
2025-08-19,gestora,Argenfunds S.A.,10329550953.99,-195043609.59,10134507344.40,488957716364.50
2025-08-19,gestora,Mercofond S.G.F.C.I.S.A.,0.00,0.00,0.00,1851346038.33
2025-08-19,gestora,Balanz S.G.F.C.I.S.A.U.,126346044139.10,-44825651742.55,81520392396.55,1483875219585.62
2025-08-19,gestora,Bull Market Asset Management S.A.,6030558.62,-396193199.58,-390162640.96,116116972790.94
2025-08-19,gestora,Bancor Fondos S.G.F.C.I.S.A.U.,14120253.93,-14655807418.47,-14641687164.54,544008485881.06
2025-08-19,gestora,Capital Markets Argentina Asset Management S.A.,1931185.48,-581428818.80,-579497633.33,25807211095.99
2025-08-19,gestora,Cocos Asset Management S.A.,38640357360.33,-19889429395.56,18750927964.78,459377833410.80
2025-08-19,gestora,Investis Asset Management S.A.S.G.F.C.I.,253240182.98,-4197639978.42,-3944399795.44,572344290202.81
2025-08-19,gestora,Consultatio Asset Management G.F.C.I.S.A.,12474438200.86,-14432737593.13,-1958299392.27,1205265522993.44
2025-08-19,gestora,Ciudad Administradora de Activos S.A.U.,313444063.79,-1350621625.48,-1037177561.69,208037635029.78
2025-08-19,gestora,Delta Asset Management S.A.,34383223118.77,-9055341133.41,25327881985.35,1952443966066.93
2025-08-19,gestora,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,108736230983.17,-11199150551.80,97537080431.37,2948943605582.83
2025-08-19,gestora,Galicia Asset Management S.A.U.,890080144.90,-16864755470.28,-15974675325.38,8161117881787.19
2025-08-19,gestora,Galileo Argentina S.G.F.C.I.S.A.,3132982252.47,-3199367157.01,-66384904.53,369837322363.95
2025-08-19,gestora,GGAL Asset Management S.A.S.G.F.C.I.,0.00,0.00,0.00,1468898.99
2025-08-19,gestora,Industrial Asset Management S.G.F.C.I.S.A.,39010076291.95,-121479711.87,38888596580.07,486324643933.00
2025-08-19,gestora,IEB S.A.,5166378252.57,-14908577024.19,-9742198771.63,312958890237.87
2025-08-19,gestora,Tutelar Inversora S.A.,0.00,0.00,0.00,3957528994.78
2025-08-19,gestora,Patagonia Inversora S.A.S.G.F.C.I,127358665451.17,-1853427106.52,125505238344.65,1411530743047.96
2025-08-19,gestora,Max Capital Asset Management S.A.,14271928044.48,-692841395.99,13579086648.48,321442419722.81
2025-08-19,gestora,MEGA QM S.A.,61387294795.98,-26359510832.61,35027783963.38,1070912081324.72
2025-08-19,gestora,SAM Argentina S.G.F.C.I.S.A.U.,5632593.66,0.00,5632593.66,75559645777.32
2025-08-19,gestora,Parakeet S.G.F.C.I.S.A.,1793910692.71,-1053057169.36,740853523.35,91234998731.10
2025-08-19,gestora,Pellegrini S.A.S.G.F.C.I.,294190980.78,-10508594488.58,-10214403507.81,2890606792425.85
2025-08-19,gestora,Macro Fondos S.G.F.C.I.S.A.,68066415113.23,-1208409206.55,66858005906.68,3382306837740.58
2025-08-19,gestora,Supervielle Asset Management S.A.,1037626754.37,-651163615.72,386463138.65,842389486194.01
2025-08-19,gestora,Schroder S.A.S.G.F.C.I.,18536697645.02,-2150763036.75,16385934608.28,1342361480243.78
2025-08-19,gestora,Santander Rio Asset Management G.F.C.I.S.A.,69631049885.34,-46087420128.30,23543629757.04,6623967653375.66
2025-08-19,gestora,Tavelli y Cia. S.A.,0.00,-27002569.48,-27002569.48,101097863866.98
2025-08-19,gestora,BACS Administradora de Activos S.A.S.G.F.C.I,438923940.18,-11291991734.28,-10853067794.11,437159088389.37
2025-08-19,gestora,Ualintec Inversiones S.A.U.S.G.F.C.I.,14004326.37,-7767928684.50,-7753924358.14,119014105548.24
2025-08-19,gestora,Valiant Asset Management S.G.F.C.I.S.A.U.,0.00,0.00,0.00,39406908285.49
2025-08-19,gestora,Wise Capital Asset Management S.A.,0.00,0.00,0.00,79437311459.81
2025-08-19,gestora,CFS Advisors S.G.F.C.I.S.A.,0.00,0.00,0.00,0.00
2025-08-19,gestora,Cohen S.A.,0.00,0.00,0.00,9176427.14
2025-08-19,bucket,Renta Variable USD,211599.80,-9344.66,202255.14,42873899.35
2025-08-19,bucket,Renta Fija ARS T+1,28427308795.91,-85683426536.31,-57256117740.40,9045279966217.37
2025-08-19,bucket,Renta Fija ARS,14958195203.82,-14028432220.27,929762983.55,2032738882309.90
2025-08-19,gestora,Administradora de Titulos Valores S.G.F.C.I.S.A.,0.00,0.00,0.00,744064432.36
2025-08-19,gestora,BAVSA Fondos S.A.,502021021.85,-8563791471.36,-8061770449.51,87977714733.63
2025-08-19,gestora,Nuevo Chaco Fondos S.A.S.G.F.C.I.,1243927317.80,-40268949.68,1203658368.11,54385202961.14
2025-08-19,gestora,Cono Sur S.G.F.C.I.S.A.,92916836.90,-3621719677.90,-3528802841.01,9783478907.13
2025-08-19,gestora,First Capital Markets S.A.,176816233.30,-2078836.14,174737397.16,95012052165.55
2025-08-19,gestora,CMF Asset Management S.A.U.,16158014046.08,-6308172122.07,9849841924.01,173261900678.13
2025-08-19,gestora,Nativa S.G.F.C.I.S.A.,0.00,0.00,0.00,14012489.60
2025-08-19,gestora,Novus Asset Management S.A.,2049629403.68,-6516256885.92,-4466627482.25,178304385606.52
2025-08-19,gestora,Quiron Asset Management S.A.,10000.00,-1572377765.64,-1572367765.64,12737170645.91
2025-08-19,gestora,Tandem Capital S.A.,2886211937.01,-37319259.06,2848892677.95,10098076717.30
2025-08-19,gestora,Zofingen Investment S.A.,4045303391.86,-517082078.62,3528221313.25,228052019345.42
2025-08-19,gestora,C y C Administradora de Fondos S.A.,17963.09,-125180093.83,-125162130.73,36500539160.05
2025-08-19,gestora,Dracma S.A.,55370918.62,-1395414.56,53975504.06,40846056199.15
2025-08-19,gestora,Grupo SS S.A.S.G.F.C.I.,24820604.45,-7235018.64,17585585.81,132176519304.77
2025-08-19,bucket,Renta Fija USD,15563337.60,-9751539.68,5811797.92,4075379866.21
2025-08-19,gestora,Axis S.G.F.C.I.S.A.,847216050.01,-3556174984.39,-2708958934.38,305363491943.98
2025-08-19,bucket,Renta Mixta,12620037144.68,-31245436362.50,-18625399217.81,3521550210036.58
2025-08-19,bucket,Renta Mixta USD,3943076.50,-272947.09,3670129.41,525032804.39
2025-08-19,bucket,PyMEs,576874962.80,-5029814544.24,-4452939581.44,1408890772812.93
2025-08-19,gestora,GMC Asset Management S.A.U.,0.00,-2400084.00,-2400084.00,7325241385.39
2025-08-19,bucket,PyMEs USD,0.00,0.00,0.00,0.00
2025-08-19,bucket,Infraestructura,562220887.76,-1189033034.97,-626812147.21,695227203209.03
2025-08-19,bucket,Infraestructura USD,0.01,0.00,0.01,58930671.30
2025-08-19,bucket,Retorno Total,11334697821.91,-26137436110.67,-14802738288.76,591244198645.18
2025-08-19,bucket,Retorno Total USD,302391.83,-35982.18,266409.66,316303205.06
2025-08-19,bucket,ASG,999.93,-68887692.93,-68886693.00,18403517739.36
2025-08-19,bucket,RG900,651829528.60,-1154533011.67,-502703483.07,254609778503.32
2025-08-19,bucket,Money Market ARS (T+0),961088980651.66,-342028060959.35,619060919692.30,34043884871083.23
2025-08-19,gestora,Mercado Pago Asset Managemet S.A.,0.00,-95839445726.87,-95839445726.87,4845211951878.16
2025-08-19,bucket,Money Market USD,18183387.55,-17339903.09,843484.45,3423349969.23
2025-08-19,bucket,Fondos Cerrados,0.00,0.00,0.00,191551768191.45
2025-08-19,bucket,Fondos Cerrados USD,0.00,0.00,0.00,384423818.59
2025-08-19,bucket,Solicitud en tramite,0.00,0.00,0.00,113033.33
2025-08-19,bucket,En Proceso de Liquidacion por Pago Total,0.00,0.00,0.00,57511946.07
2025-08-19,gestora,Por Decision CNV,0.00,0.00,0.00,2030772.37
2025-08-19,gestora,Bayfe S.A.S.G.F.C.I.,0.00,0.00,0.00,55481173.70
2025-08-18,bucket,Renta Variable,392481889.79,-5116855026.27,-4724373136.48,1603073296276.08
2025-08-18,gestora,Allaria Fondos Administrados S.G.F.C.I.S.A.,29643196187.20,-6441932009.36,23201264177.84,1540857836441.12
2025-08-18,tipo_ger,Independiente,597797957843.92,-388825444913.06,208972512930.86,21660985221479.39
2025-08-18,gestora,StoneX Asset Management S.A.,17044152899.71,-937410063.06,16106742836.65,590636254424.39
2025-08-18,gestora,Mariva Asset Management S.A.U.S.G.F.C.I.,13328597234.23,-5159361318.44,8169235915.79,345227793337.22
2025-08-18,tipo_ger,Bancaria,158706884542.03,-587015553767.18,-428308669225.15,31125705495877.39
2025-08-18,gestora,SBS Asset Management S.A.S.G.F.C.I.,24064496907.57,-21680921318.52,2383575589.04,764250501034.08
2025-08-18,gestora,Proahorro Administradora de Activos S.A.,0.00,-52645031072.71,-52645031072.71,1391168780579.56
2025-08-18,gestora,Provinfondos S.A.S.G.F.C.I.,3093995650.20,-5831023934.65,-2737028284.45,1508288427512.10
2025-08-18,gestora,Adcap Asset Management S.G.F.C.I.S.A.,44983179250.30,-42297889626.96,2685289623.33,932827470466.03
2025-08-18,gestora,ICBC Investments Argentina S.A.U.S.G.F.C.I.,304562812.18,-31799188497.75,-31494625685.57,1745084054897.58
2025-08-18,gestora,Argenfunds S.A.,22946753623.46,-12190512.92,22934563110.54,479173365677.75
2025-08-18,gestora,Mercofond S.G.F.C.I.S.A.,0.00,-14056518.82,-14056518.82,1900599211.79
2025-08-18,gestora,Balanz S.G.F.C.I.S.A.U.,106437032301.34,-20641940453.44,85795091847.90,1405496708071.31
2025-08-18,gestora,Bull Market Asset Management S.A.,3401969506.85,-64414189.12,3337555317.73,117166226790.42
2025-08-18,gestora,Bancor Fondos S.G.F.C.I.S.A.U.,2163521489.03,-13739439676.55,-11575918187.53,558500725428.53
2025-08-18,gestora,Capital Markets Argentina Asset Management S.A.,96311062.05,-923363026.22,-827051964.16,26694376824.72
2025-08-18,gestora,Cocos Asset Management S.A.,38463035253.72,-1049774780.30,37413260473.42,440142210452.59
2025-08-18,gestora,Investis Asset Management S.A.S.G.F.C.I.,6027528199.51,-834122980.58,5193405218.93,580833242417.97
2025-08-18,gestora,Consultatio Asset Management G.F.C.I.S.A.,64667854939.52,-2807827047.84,61860027891.67,1252295123050.50
2025-08-18,gestora,Ciudad Administradora de Activos S.A.U.,801642055.06,-967625683.33,-165983628.27,209006646820.00
2025-08-18,gestora,Delta Asset Management S.A.,14028500199.80,-39688665299.63,-25660165099.83,1930707973890.75
2025-08-18,gestora,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,251295195.22,-121396357852.29,-121145062657.07,2853336177511.36
2025-08-18,gestora,Galicia Asset Management S.A.U.,88200003.64,-23397148352.16,-23308948348.52,8212430082222.98
2025-08-18,gestora,Galileo Argentina S.G.F.C.I.S.A.,1997600979.40,-4006064104.03,-2008463124.63,374226956639.20
2025-08-18,gestora,GGAL Asset Management S.A.S.G.F.C.I.,0.00,0.00,0.00,1468898.99
2025-08-18,gestora,Industrial Asset Management S.G.F.C.I.S.A.,393939819.39,-46384073812.87,-45990133993.49,446492439797.19
2025-08-18,gestora,IEB S.A.,28051356186.43,-2429203587.16,25622152599.27,322725195273.86
2025-08-18,gestora,Tutelar Inversora S.A.,0.00,0.00,0.00,4129610900.41
2025-08-18,gestora,Patagonia Inversora S.A.S.G.F.C.I,448757129.10,-71264568281.06,-70815811151.96,1285611740345.95
2025-08-18,gestora,Max Capital Asset Management S.A.,4991426162.61,-6781820497.09,-1790394334.48,307869767953.39
2025-08-18,gestora,MEGA QM S.A.,73160935626.85,-546886895.78,72614048731.06,1035772023216.67
2025-08-18,gestora,SAM Argentina S.G.F.C.I.S.A.U.,10318708.57,0.00,10318708.57,75679401029.30
2025-08-18,gestora,Parakeet S.G.F.C.I.S.A.,20821740330.86,-243489225.93,20578251104.93,96118832314.39
2025-08-18,gestora,Pellegrini S.A.S.G.F.C.I.,8999998.83,-76401668123.02,-76392668124.19,2901465675408.32
2025-08-18,gestora,Macro Fondos S.G.F.C.I.S.A.,4131938345.95,-333156332.47,3798782013.48,3168835783358.09
2025-08-18,gestora,Supervielle Asset Management S.A.,55342331.11,-4899118266.28,-4843775935.17,828769443311.83
2025-08-18,gestora,Schroder S.A.S.G.F.C.I.,31279702808.01,-4788628384.99,26491074423.03,1329057108684.11
2025-08-18,gestora,Santander Rio Asset Management G.F.C.I.S.A.,86008022746.55,-171279553837.35,-85271531090.80,6614608778580.26
2025-08-18,gestora,Tavelli y Cia. S.A.,0.00,0.00,0.00,101491618121.73
2025-08-18,gestora,BACS Administradora de Activos S.A.S.G.F.C.I,47628069731.56,-14163269798.96,33464799932.59,448047727345.99
2025-08-18,gestora,Ualintec Inversiones S.A.U.S.G.F.C.I.,638649143.24,-5328351235.90,-4689702092.66,126674161148.83
2025-08-18,gestora,Valiant Asset Management S.G.F.C.I.S.A.U.,12247834.35,-2336437069.58,-2324189235.23,39406908285.49
2025-08-18,gestora,Wise Capital Asset Management S.A.,4088440097.66,-187019366.58,3901420731.08,79437311459.81
2025-08-18,gestora,CFS Advisors S.G.F.C.I.S.A.,0.00,0.00,0.00,0.00
2025-08-18,gestora,Cohen S.A.,0.00,0.00,0.00,9176426.61
2025-08-18,bucket,Renta Variable USD,96043.36,-24422.84,71620.52,43899305.65
2025-08-18,bucket,Renta Fija ARS T+1,16870524598.44,-117817181535.22,-100946656936.78,9110598450006.33
2025-08-18,bucket,Renta Fija ARS,5114454009.89,-11945487033.42,-6831033023.53,2032403201132.42
2025-08-18,gestora,Administradora de Titulos Valores S.G.F.C.I.S.A.,0.00,0.00,0.00,744064432.36
2025-08-18,gestora,BAVSA Fondos S.A.,23011980425.42,-1849701569.04,21162278856.37,95856602861.65
2025-08-18,gestora,Nuevo Chaco Fondos S.A.S.G.F.C.I.,0.00,0.00,0.00,52822622054.54
2025-08-18,gestora,Cono Sur S.G.F.C.I.S.A.,4962546323.70,0.00,4962546323.70,13302663428.18
2025-08-18,gestora,First Capital Markets S.A.,564072.17,-219922286.55,-219358214.38,94965904459.59
2025-08-18,gestora,CMF Asset Management S.A.U.,8217771667.34,-750157256.67,7467614410.68,163272245260.92
2025-08-18,gestora,Nativa S.G.F.C.I.S.A.,0.00,0.00,0.00,14012489.60
2025-08-18,gestora,Novus Asset Management S.A.,11148038261.83,-1698561340.31,9449476921.52,182886160497.98
2025-08-18,gestora,Quiron Asset Management S.A.,3207818916.61,-212613839.47,2995205077.13,14396391119.46
2025-08-18,gestora,Tandem Capital S.A.,1240255929.48,0.00,1240255929.48,7240858892.46
2025-08-18,gestora,Zofingen Investment S.A.,1211854912.78,-4296046245.43,-3084191332.65,224459332894.66
2025-08-18,gestora,C y C Administradora de Fondos S.A.,0.00,-14455223.88,-14455223.88,37146288699.06
2025-08-18,gestora,Dracma S.A.,27145437.78,-276140782.53,-248995344.75,41004662895.36
2025-08-18,gestora,Grupo SS S.A.S.G.F.C.I.,13412832.93,-21303049.34,-7890216.41,132172999062.54
2025-08-18,bucket,Renta Fija USD,10711006.70,-4817858.16,5893148.54,4069699000.15
2025-08-18,gestora,Axis S.G.F.C.I.S.A.,7899752279.65,-1402083215.80,6497669063.85,309295312878.65
2025-08-18,bucket,Renta Mixta,43310393504.52,-35408618856.85,7901774647.67,3556565383966.85
2025-08-18,bucket,Renta Mixta USD,2502908.11,-2730068.20,-227160.09,521155352.22
2025-08-18,bucket,PyMEs,245927599.35,-5651222262.19,-5405294662.84,1412237526072.06
2025-08-18,gestora,GMC Asset Management S.A.U.,388575.21,0.00,388575.21,7479268925.67
2025-08-18,bucket,PyMEs USD,0.00,0.00,0.00,0.00
2025-08-18,bucket,Infraestructura,949848627.92,-1520881300.25,-571032672.33,697402760634.41
2025-08-18,bucket,Infraestructura USD,0.00,-0.03,-0.03,58854220.34
2025-08-18,bucket,Retorno Total,18265935553.33,-5345054267.83,12920881285.50,605864394561.40
2025-08-18,bucket,Retorno Total USD,555922.88,-424550.60,131372.29,316055537.61
2025-08-18,bucket,ASG,1000.13,-132661789.25,-132660789.12,18499315575.35
2025-08-18,bucket,RG900,31213294.63,-2355326642.27,-2324113347.65,255066273866.44
2025-08-18,bucket,Money Market ARS (T+0),671287514432.65,-790534805335.57,-119247290902.92,33294555102400.38
2025-08-18,gestora,Mercado Pago Asset Managemet S.A.,0.00,-161397020837.50,-161397020837.50,4937118108994.88
2025-08-18,bucket,Money Market USD,22681994.25,-4907731.29,17774262.95,3421532460.20
2025-08-18,bucket,Fondos Cerrados,0.00,0.00,0.00,191551768191.45
2025-08-18,bucket,Fondos Cerrados USD,0.00,0.00,0.00,384423818.06
2025-08-18,bucket,Solicitud en tramite,0.00,0.00,0.00,113033.33
2025-08-18,bucket,En Proceso de Liquidacion por Pago Total,0.00,0.00,0.00,57511946.07
2025-08-18,gestora,Por Decision CNV,0.00,0.00,0.00,2030772.37
2025-08-18,gestora,Bayfe S.A.S.G.F.C.I.,0.00,0.00,0.00,55481173.70
2025-08-14,bucket,Renta Variable,722891244.58,-5595240892.27,-4872349647.70,1601758163540.35
2025-08-14,gestora,Allaria Fondos Administrados S.G.F.C.I.S.A.,20315019187.91,-36535293540.64,-16220274352.73,1515429746212.16
2025-08-14,tipo_ger,Independiente,168518028871.76,-381597824946.04,-213079796074.28,21431079287332.78
2025-08-14,gestora,StoneX Asset Management S.A.,1415536364.00,-24546120342.99,-23130583978.99,574048625783.76
2025-08-14,gestora,Mariva Asset Management S.A.U.S.G.F.C.I.,4510553428.17,-3298315359.21,1212238068.97,336808357655.11
2025-08-14,tipo_ger,Bancaria,123560130737.59,-268009176475.96,-144449045738.36,31526561111019.91
2025-08-14,gestora,SBS Asset Management S.A.S.G.F.C.I.,10631775911.45,-42577629429.64,-31945853518.19,763452972923.76
2025-08-14,gestora,Proahorro Administradora de Activos S.A.,16807601223.43,-883863719.94,15923737503.49,1437570610618.77
2025-08-14,gestora,Provinfondos S.A.S.G.F.C.I.,22784781049.84,-902498520.16,21882282529.68,1504481425030.23
2025-08-14,gestora,Adcap Asset Management S.G.F.C.I.S.A.,3827703442.38,-29901719944.24,-26074016501.86,928554858857.76
2025-08-14,gestora,ICBC Investments Argentina S.A.U.S.G.F.C.I.,6486625896.10,-42742344436.40,-36255718540.30,1769691432278.91
2025-08-14,gestora,Argenfunds S.A.,2009087302.57,-1337411794.32,671675508.25,457079984162.83
2025-08-14,gestora,Mercofond S.G.F.C.I.S.A.,0.00,0.00,0.00,1901415206.00
2025-08-14,gestora,Balanz S.G.F.C.I.S.A.U.,13656297204.81,-51739325115.67,-38083027910.86,1318479705305.77
2025-08-14,gestora,Bull Market Asset Management S.A.,1030006484.06,-3108291696.48,-2078285212.43,113933804370.02
2025-08-14,gestora,Bancor Fondos S.G.F.C.I.S.A.U.,158941255.78,-9422094274.74,-9263153018.95,567943306562.56
2025-08-14,gestora,Capital Markets Argentina Asset Management S.A.,511631512.08,-4618824.38,507012687.69,27465319481.57
2025-08-14,gestora,Cocos Asset Management S.A.,6085649838.86,-19611359661.66,-13525709822.81,400897663240.27
2025-08-14,gestora,Investis Asset Management S.A.S.G.F.C.I.,53443938.34,-3225129135.30,-3171685196.96,579407962829.50
2025-08-14,gestora,Consultatio Asset Management G.F.C.I.S.A.,34872218309.30,-25805639451.25,9066578858.05,1194486305779.10
2025-08-14,gestora,Ciudad Administradora de Activos S.A.U.,2703765345.91,-10093763.01,2693671582.90,208117174081.58
2025-08-14,gestora,Delta Asset Management S.A.,84556886.88,-8434631882.60,-8350074995.72,1951206851780.03
2025-08-14,gestora,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,1502045496.06,-39703811652.70,-38201766156.64,2960679623031.20
2025-08-14,gestora,Galicia Asset Management S.A.U.,424554386.53,-9734961315.40,-9310406928.87,8262321194021.35
2025-08-14,gestora,Galileo Argentina S.G.F.C.I.S.A.,5977572768.97,-959902465.83,5017670303.13,376006759642.54
2025-08-14,gestora,GGAL Asset Management S.A.S.G.F.C.I.,0.00,0.00,0.00,1468898.99
2025-08-14,gestora,Industrial Asset Management S.G.F.C.I.S.A.,13791202635.76,-5215282954.79,8575919680.97,495023560220.95
2025-08-14,gestora,IEB S.A.,3829082976.39,-9108506362.78,-5279423386.40,296733102556.91
2025-08-14,gestora,Tutelar Inversora S.A.,0.00,0.00,0.00,4100831568.41
2025-08-14,gestora,Patagonia Inversora S.A.S.G.F.C.I,20027440904.67,-514741634.23,19512699270.43,1349982816621.21
2025-08-14,gestora,Max Capital Asset Management S.A.,17011431531.66,-10881907869.05,6129523662.61,326763323885.89
2025-08-14,gestora,MEGA QM S.A.,247153539.66,-34130116008.10,-33882962468.43,964040202233.77
2025-08-14,gestora,SAM Argentina S.G.F.C.I.S.A.U.,7626335.67,0.00,7626335.67,75991222995.37
2025-08-14,gestora,Parakeet S.G.F.C.I.S.A.,4076088.94,-11978117174.97,-11974041086.03,75415560708.10
2025-08-14,gestora,Pellegrini S.A.S.G.F.C.I.,30655155575.57,-10335212992.29,20319942583.29,2974106972019.53
2025-08-14,gestora,Macro Fondos S.G.F.C.I.S.A.,0.00,0.00,0.00,3134503975493.26
2025-08-14,gestora,Supervielle Asset Management S.A.,108420566.90,-1324746221.12,-1216325654.23,868715835320.07
2025-08-14,gestora,Schroder S.A.S.G.F.C.I.,2778178482.73,-8522820605.75,-5744642123.02,1305615538977.82
2025-08-14,gestora,Santander Rio Asset Management G.F.C.I.S.A.,19104745579.50,-108194597218.71,-89089851639.21,6679667202790.76
2025-08-14,gestora,Tavelli y Cia. S.A.,0.00,0.00,0.00,101655347617.75
2025-08-14,gestora,BACS Administradora de Activos S.A.S.G.F.C.I,1301898616.80,-36610476133.20,-35308577516.40,414518235893.20
2025-08-14,gestora,Ualintec Inversiones S.A.U.S.G.F.C.I.,245277.08,-5348039384.10,-5347794107.02,130842085319.16
2025-08-14,gestora,Valiant Asset Management S.G.F.C.I.S.A.U.,2389.22,-149842836.21,-149840446.98,41646185145.32
2025-08-14,gestora,Wise Capital Asset Management S.A.,500815524.98,-862873749.01,-362058224.03,75142568598.37
2025-08-14,gestora,CFS Advisors S.G.F.C.I.S.A.,0.00,0.00,0.00,0.00
2025-08-14,gestora,Cohen S.A.,0.00,0.00,0.00,9176419.14
2025-08-14,bucket,Renta Variable USD,404343.35,-199741.57,204601.78,43456810.41
2025-08-14,bucket,Renta Fija ARS T+1,70439857836.60,-62106370499.66,8333487336.94,9237988472973.83
2025-08-14,bucket,Renta Fija ARS,4504016704.57,-28620053107.15,-24116036402.58,2054387431329.15
2025-08-14,gestora,Administradora de Titulos Valores S.G.F.C.I.S.A.,0.00,0.00,0.00,742257649.80
2025-08-14,gestora,BAVSA Fondos S.A.,9711511647.56,-1891223234.91,7820288412.65,74599600041.89
2025-08-14,gestora,Nuevo Chaco Fondos S.A.S.G.F.C.I.,334894697.33,-517275982.80,-182381285.47,52822622054.54
2025-08-14,gestora,Cono Sur S.G.F.C.I.S.A.,19143646.08,-465190551.17,-446046905.09,8306947990.14
2025-08-14,gestora,First Capital Markets S.A.,1050934280.98,-4345347.08,1046588933.90,95350852765.01
2025-08-14,gestora,CMF Asset Management S.A.U.,7275000.03,-4158040352.73,-4150765352.70,155248517222.96
2025-08-14,gestora,Nativa S.G.F.C.I.S.A.,0.00,0.00,0.00,14012489.60
2025-08-14,gestora,Novus Asset Management S.A.,10648956686.49,-755061464.36,9893895222.12,163272698529.31
2025-08-14,gestora,Quiron Asset Management S.A.,10035879.00,-529217824.76,-519181945.76,11369252607.01
2025-08-14,gestora,Tandem Capital S.A.,25778.00,-2141014768.25,-2140988990.25,5970654496.81
2025-08-14,gestora,Zofingen Investment S.A.,103991.45,-2442408891.32,-2442304899.87,226977709824.19
2025-08-14,gestora,C y C Administradora de Fondos S.A.,123119642.28,-190069.49,122929572.79,37154474388.67
